Absalom, Absalom	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/absalom-absalom
Absalom and Achitophel	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/absalom-and-achitophel
The Absolutely True Diary of a Part-Time Indian	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-absolutely-true-diary-of-a-part-time-indian
Accidental Death of an Anarchist	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/accidental-death-of-an-anarchist
The Accidental Tourist	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-accidental-tourist
Adam Bede	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/adam-bede
Adrienne Rich's Poetry and Prose	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/adrienne-richs-poetry-and-prose
The Adventures of Augie March	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-adventures-of-augie-march
The Adventures of Huckleberry Finn	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-adventures-of-huckleberry-finn
The Adventures of Sherlock Holmes	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-adventures-of-sherlock-holmes
The Adventures of Tom Sawyer	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-adventures-of-tom-sawyer
The Aeneid	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-aeneid
Affliction (I) (Herbert poem)	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/affliction-i-herbert-poem
Africa (Maya Angelou poem)	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/africa-maya-angelou-poem
After great pain, a formal feeling comes –	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/after-great-pain-a-formal-feeling-comes-
Agamemnon	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/agamemnon
The Age of Innocence	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-age-of-innocence
Age of Iron	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/age-of-iron
An Agony. As Now	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/an-agony-as-now
Ain't I a Woman? (Speech)	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/aint-i-a-woman-speech
Alas, Babylon	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/alas-babylon
The Alchemist (Coelho)	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-alchemist-coelho
The Alchemist (Jonson)	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-alchemist-jonson
Alexander's Feast, or the Power of Music	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/alexanders-feast-or-the-power-of-music
Alice in Wonderland	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/alice-in-wonderland
Alice in Wonderland (2010 film)	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/alice-in-wonderland-2010-film
Alien	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/alien
All About Eve (film)	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/all-about-eve-film
All Creatures Great and Small	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/all-creatures-great-and-small
Allegiant	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/allegiant
Allen Ginsberg's Poetry	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/allen-ginsbergs-poetry
All for Love	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/all-for-love
All in green went my love riding	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/all-in-green-went-my-love-riding
All My Sons	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/all-my-sons
All Quiet on the Western Front	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/all-quiet-on-the-western-front
All the King's Men	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/all-the-kings-men
All the Light We Cannot See	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/all-the-light-we-cannot-see
All the President's Men	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/all-the-presidents-men
All the Pretty Horses	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/all-the-pretty-horses
Alone (Maya Angelou poem)	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/alone-maya-angelou-poem
The Altar	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-altar
Altered	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/altered
Amadeus	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/amadeus
The Ambassadors	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-ambassadors
America (Claude McKay poem)	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/america-claude-mckay-poem
The American	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-american
Americanah	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/americanah
American Beauty	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/american-beauty
American Born Chinese	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/american-born-chinese
The American Dream	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-american-dream
American Psycho	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/american-psycho
Among the Hidden	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/among-the-hidden
Amusing Ourselves to Death	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/amusing-ourselves-to-death
The Analects of Confucius	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-analects-of-confucius
Anatomy of Criticism	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/anatomy-of-criticism
Andrew Marvell: Poems	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/andrew-marvell-poems
And Then There Were None	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/and-then-there-were-none
Angela's Ashes	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/angelas-ashes
Angels in America	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/angels-in-america
Animal Farm	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/animal-farm
Animal House	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/animal-house
Anna in the Tropics	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/anna-in-the-tropics
Anna Karenina	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/anna-karenina
Anne Bradstreet: Poems	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/anne-bradstreet-poems
Anne Hathaway	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/anne-hathaway
Anne of Green Gables	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/anne-of-green-gables
Annihilation	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/annihilation
Anthem	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/anthem
Anthills of the Savannah	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/anthills-of-the-savannah
Antigone	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/antigone
Antony and Cleopatra	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/antony-and-cleopatra
An Unquiet Mind	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/an-unquiet-mind
A&P and Other Stories	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/a-and-p-and-other-stories
The Apartment	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-apartment
Apocalypse Now	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/apocalypse-now
The Arabian Nights: One Thousand and One Nights	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-arabian-nights-one-thousand-and-one-nights
Arcadia	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/arcadia
The Archaeology of Knowledge	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-archaeology-of-knowledge
Are You There God? It's Me, Margaret.	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/are-you-there-god-its-me-margaret
Aristotle and Dante Discover the Secrets of the Universe	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/aristotle-and-dante-discover-the-secrets-of-the-universe
Aristotle: Nicomachean Ethics	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/aristotles-ethics
Aristotle's Poetics	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/aristotles-poetics
Aristotle's Politics	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/aristotles-politics
Arms and the Man	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/arms-and-the-man
Around the World in 80 Days	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/around-the-world-in-80-days
Arrow of God	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/arrow-of-god
Ars Poetica	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/ars-poetica
Artemis Fowl	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/artemis-fowl
An Artist of the Floating World	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/an-artist-of-the-floating-world
The Art of Racing in the Rain	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-art-of-racing-in-the-rain
An Arundel Tomb	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/an-arundel-tomb
As I Lay Dying	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/as-i-lay-dying
Astrophil and Stella	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/astrophil-and-stella
As You Like It	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/as-you-like-it
A Time to Kill	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/a-time-to-kill
Atlantia	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/atlantia
Atlas Shrugged	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/atlas-shrugged
Atonement	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/atonement
Aubade	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/aubade
August: Osage County	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/august-osage-county
The Autobiography of an Ex-Colored Man	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-autobiography-of-an-excolored-man
The Autobiography of Benjamin Franklin	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-autobiography-of-benjamin-franklin
Avatar	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/avatar
The Awakening	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/the-awakening
Away	https://web.archive.org/web/20210417172435/https://www.gradesaver.com/away
Babbitt	https://web.archive.org/web/20210417165227/https://www.gradesaver.com/babbitt
Babel (2006 Film)	https://web.archive.org/web/20210417165227/https://www.gradesaver.com/babel-2006-film
The Bacchae	https://web.archive.org/web/20210417165227/https://www.gradesaver.com/the-bacchae
