Absalom, Absalom	https://web.archive.org/web/20180820042551/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAbsalom02.asp
The Age of Innocence	https://web.archive.org/web/20180820042551/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence02.asp
The Agony and the Ecstasy	https://web.archive.org/web/20180820042551/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAgony02.asp
Alice's Adventures In Wonderland	https://web.archive.org/web/20180820042551/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAlice02.asp
All Quiet on the Western Front	https://web.archive.org/web/20180820042551/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAllQuiet02.asp
All the King's Men	https://web.archive.org/web/20180820042551/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAllKings02.asp
All's Well That Ends Well	https://web.archive.org/web/20180820042551/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAllsWell02.asp
And Then There Were None	https://web.archive.org/web/20180820042551/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAndThen02.asp
Animal Farm	https://web.archive.org/web/20180820042551/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAnimalFarm02.asp
Anne Frank: The Diary of a Young Girl	https://web.archive.org/web/20180820042551/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAnneFrank02.asp
Antigone	https://web.archive.org/web/20180820042551/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAntigone02.asp
Antigone	https://web.archive.org/web/20180820042551/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAntigoneAnouilh02.asp
Antony and Cleopatra	https://web.archive.org/web/20180820042551/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAntony02.asp
Around the World in Eighty Days	https://web.archive.org/web/20180820042551/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld02.asp
Arms and the Man	https://web.archive.org/web/20180820042551/http://www.pinkmonkey.com/booknotes/monkeynotes/pmArmsMan02.asp
As I Lay Dying	https://web.archive.org/web/20180820042551/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAsILay02.asp
As You Like It	https://web.archive.org/web/20180820042551/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAsYouLikeIt02.asp
The Awakening	https://web.archive.org/web/20180820042551/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAwakening02.asp
Beowulf	https://web.archive.org/web/20180820041910/http://www.pinkmonkey.com/booknotes/monkeynotes/pmBeowulf02.asp
Billy Budd	https://web.archive.org/web/20180820041910/http://www.pinkmonkey.com/booknotes/monkeynotes/pmBillyBudd02.asp
Black Boy	https://web.archive.org/web/20180820041910/http://www.pinkmonkey.com/booknotes/monkeynotes/pmBlackBoy02.asp
Black Like Me	https://web.archive.org/web/20180820041910/http://www.pinkmonkey.com/booknotes/monkeynotes/pmBlackLikeMe02.asp
Bless Me, Ultima	https://web.archive.org/web/20180820041910/http://www.pinkmonkey.com/booknotes/monkeynotes/pmBlessMeUltima02.asp
The Bluest Eye	https://web.archive.org/web/20180820041910/http://www.pinkmonkey.com/booknotes/monkeynotes/pmBluest02.asp
Brave New World	https://web.archive.org/web/20180820041910/http://www.pinkmonkey.com/booknotes/monkeynotes/pmBraveNew02.asp
The Bridge of San Luis Rey	https://web.archive.org/web/20180820041910/http://www.pinkmonkey.com/booknotes/monkeynotes/pmBridge02.asp
I Know Why the Caged Bird Sings	https://web.archive.org/web/20180820053313/http://www.pinkmonkey.com/booknotes/monkeynotes/pmCagedBird02.asp
The Canterbury Tales	https://web.archive.org/web/20180820053313/http://www.pinkmonkey.com/booknotes/monkeynotes/pmCanterbury02.asp
Catch-22	https://web.archive.org/web/20180820053313/http://www.pinkmonkey.com/booknotes/monkeynotes/pmCatch2202.asp
The Catcher in the Rye	https://web.archive.org/web/20180820053313/http://www.pinkmonkey.com/booknotes/monkeynotes/pmCatcher02.asp
The Call of the Wild	https://web.archive.org/web/20180820053313/http://www.pinkmonkey.com/booknotes/monkeynotes/pmCallWild02.asp
The Cherry Orchard	https://web.archive.org/web/20180820053313/http://www.pinkmonkey.com/booknotes/monkeynotes/pmCherry02.asp
The Chosen	https://web.archive.org/web/20180820053313/http://www.pinkmonkey.com/booknotes/monkeynotes/pmChosen02.asp
The Color Purple	https://web.archive.org/web/20180820053313/http://www.pinkmonkey.com/booknotes/monkeynotes/pmColorPurple02.asp
The Comedy of Errors	https://web.archive.org/web/20180820053313/http://www.pinkmonkey.com/booknotes/monkeynotes/pmComedy02.asp
A Connecticut Yankee in King Arthur's Court	https://web.archive.org/web/20180820053313/http://www.pinkmonkey.com/booknotes/monkeynotes/pmConnYankee02.asp
The Contender	https://web.archive.org/web/20180820053313/http://www.pinkmonkey.com/booknotes/monkeynotes/pmContender02.asp
Coriolanus	https://web.archive.org/web/20180820053313/http://www.pinkmonkey.com/booknotes/monkeynotes/pmCoriolanus02.asp
The Count of Monte Cristo	https://web.archive.org/web/20180820053313/http://www.pinkmonkey.com/booknotes/monkeynotes/pmCountMonte02.asp
Crime and Punishment	https://web.archive.org/web/20180820053313/http://www.pinkmonkey.com/booknotes/monkeynotes/pmCrime02.asp
The Crucible	https://web.archive.org/web/20180820053313/http://www.pinkmonkey.com/booknotes/monkeynotes/pmCrucible02.asp
Cry, The Beloved Country	https://web.archive.org/web/20180820053313/http://www.pinkmonkey.com/booknotes/monkeynotes/pmCryBelovedCountry02.asp
Cymbeline	https://web.archive.org/web/20180820053313/http://www.pinkmonkey.com/booknotes/monkeynotes/pmCymbeline02.asp
Cyrano De Bergerac	https://web.archive.org/web/20180820053313/http://www.pinkmonkey.com/booknotes/monkeynotes/pmCyrano02.asp
Death of a Salesman	https://web.archive.org/web/20180820041120/http://www.pinkmonkey.com/booknotes/monkeynotes/pmDeathSalesman02.asp
The Deerslayer	https://web.archive.org/web/20180820041120/http://www.pinkmonkey.com/booknotes/monkeynotes/pmDeerslayer02.asp
Demian	https://web.archive.org/web/20180820041120/http://www.pinkmonkey.com/booknotes/monkeynotes/pmDemian02.asp
The Divine Comedy	https://web.archive.org/web/20180820041120/http://www.pinkmonkey.com/booknotes/monkeynotes/pmDivine02.asp
Doctor Faustus	https://web.archive.org/web/20180820041120/http://www.pinkmonkey.com/booknotes/monkeynotes/pmDrFaustus02.asp
Dracula	https://web.archive.org/web/20180820041120/http://www.pinkmonkey.com/booknotes/monkeynotes/pmDracula02.asp
Dr. Jekyll and Mr. Hyde	https://web.archive.org/web/20180820041120/http://www.pinkmonkey.com/booknotes/monkeynotes/pmJekyll02.asp
Dubliners	https://web.archive.org/web/20180820041120/http://www.pinkmonkey.com/booknotes/monkeynotes/pmDubliners02.asp
East of Eden	https://web.archive.org/web/20180820053844/http://www.pinkmonkey.com/booknotes/monkeynotes/pmEastEden02.asp
Electra	https://web.archive.org/web/20180820053844/http://www.pinkmonkey.com/booknotes/monkeynotes/pmElectra02.asp
Emma	https://web.archive.org/web/20180820053844/http://www.pinkmonkey.com/booknotes/monkeynotes/pmEmma02.asp
An Enemy of the People	https://web.archive.org/web/20180820053844/http://www.pinkmonkey.com/booknotes/monkeynotes/pmEnemyPeople02.asp
Ethan Frome	https://web.archive.org/web/20180820053844/http://www.pinkmonkey.com/booknotes/monkeynotes/pmEthanFrome02.asp
Fahrenheit 451	https://web.archive.org/web/20180820054109/http://www.pinkmonkey.com/booknotes/monkeynotes/pmFar45102.asp
Farewell to Manzanar	https://web.archive.org/web/20180820054109/http://www.pinkmonkey.com/booknotes/monkeynotes/pmFarewellManzanar02.asp
Far From the Madding Crowd	https://web.archive.org/web/20180820054109/http://www.pinkmonkey.com/booknotes/monkeynotes/pmFarFrom02.asp
Fathers and Sons	https://web.archive.org/web/20180820054109/http://www.pinkmonkey.com/booknotes/monkeynotes/pmFatherSon02.asp
Flowers For Algernon	https://web.archive.org/web/20180820054109/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAlgernon02.asp
For Whom the Bell Tolls	https://web.archive.org/web/20180820054109/http://www.pinkmonkey.com/booknotes/monkeynotes/pmForWhom02.asp
